session_date,n_records,local_first,local_last,session_span_hours,n_in_continuous,n_outside_continuous
2026-08-05,3652515,2026-08-05 09:25:00.017692713-04:00,2026-08-05 16:04:59.751325671-04:00,6.666592675821667,3636579,15936
