fold,session_date,side,gate_quantile,queue_ahead_fraction,n_fills,gate_threshold,mean_markout,mean_cross_out,sum_markout
5,2026-08-05,passive_sell,0.0,0.5,1608,-inf,0.0021828358208955344,-0.011026119402985153,3.5100000000000193
5,2026-08-05,passive_sell,0.0,1.0,420,-inf,0.004571428571428778,-0.007785714285714242,1.920000000000087
5,2026-08-05,passive_sell,0.3,0.0,3550,-0.0001041911927527727,0.004308450704225325,-0.00932957746478883,15.294999999999902
5,2026-08-05,passive_sell,0.3,0.25,1578,-0.0001041911927527727,0.0019391634980988428,-0.011628643852978567,3.059999999999974
5,2026-08-05,passive_sell,0.3,0.5,943,-0.0001041911927527727,0.002332979851537694,-0.011484623541887643,2.2000000000000455
5,2026-08-05,passive_sell,0.3,1.0,241,-0.0001041911927527727,0.003547717842323963,-0.009709543568464686,0.855000000000075
5,2026-08-05,passive_sell,0.5,0.0,2443,3.893548001042892e-05,0.004136307818256151,-0.009774866966844202,10.104999999999777
5,2026-08-05,passive_sell,0.5,0.25,1074,3.893548001042892e-05,0.0020065176908750488,-0.01193668528864086,2.154999999999802
5,2026-08-05,passive_sell,0.5,0.5,657,3.893548001042892e-05,0.0026103500761034196,-0.011628614916286313,1.7149999999999466
5,2026-08-05,passive_sell,0.5,1.0,158,3.893548001042892e-05,0.006107594936709242,-0.007658227848100957,0.9650000000000603
5,2026-08-05,passive_sell,0.7,0.0,1434,0.00020384282991038884,0.005160390516038848,-0.008905160390516245,7.399999999999707
5,2026-08-05,passive_sell,0.7,0.25,659,0.00020384282991038884,0.0027465857359634336,-0.011320182094082117,1.8099999999999028
5,2026-08-05,passive_sell,0.7,0.5,410,0.00020384282991038884,0.0036829268292681667,-0.010707317073170854,1.5099999999999483
5,2026-08-05,passive_sell,0.7,1.0,90,0.00020384282991038884,0.009388888888888718,-0.005000000000000189,0.8449999999999847
5,2026-08-05,passive_sell,0.9,0.0,450,0.0005097863218526225,0.0051111111111114835,-0.009133333333332905,2.3000000000001677
5,2026-08-05,passive_sell,0.9,0.25,208,0.0005097863218526225,0.0022115384615384315,-0.01201923076923077,0.45999999999999375
5,2026-08-05,passive_sell,0.9,0.5,120,0.0005097863218526225,0.0032083333333336127,-0.011916666666666369,0.38500000000003354
5,2026-08-05,passive_sell,0.9,1.0,30,0.0005097863218526225,-0.0016666666666660982,-0.017666666666666466,-0.04999999999998295
6,2026-08-06,passive_buy,0.0,0.0,6806,-inf,0.0027145166029973566,-0.010762562444901551,18.47500000000001
6,2026-08-06,passive_buy,0.0,0.25,2474,-inf,-0.0005537590945833733,-0.014179466451090965,-1.3699999999992656
6,2026-08-06,passive_buy,0.0,0.5,1415,-inf,-0.001551236749116382,-0.014996466431095099,-2.1949999999996805
6,2026-08-06,passive_buy,0.0,1.0,400,-inf,-0.0035374999999995536,-0.016799999999999288,-1.4149999999998215
6,2026-08-06,passive_buy,0.3,0.0,4739,-0.00018691329746474165,0.0022177674614897967,-0.010920025321797802,10.510000000000147
6,2026-08-06,passive_buy,0.3,0.25,1753,-0.00018691329746474165,-0.001240730176839483,-0.01446662863662258,-2.1749999999996135
6,2026-08-06,passive_buy,0.3,0.5,988,-0.00018691329746474165,-0.0023431174089065063,-0.01539473684210474,-2.3149999999996282
6,2026-08-06,passive_buy,0.3,1.0,267,-0.00018691329746474165,-0.0037078651685386148,-0.016891385767789032,-0.9899999999998101
6,2026-08-06,passive_buy,0.5,0.0,3331,-2.187925931082035e-05,0.0016331432002401162,-0.011344941459021327,5.439999999999827
6,2026-08-06,passive_buy,0.5,0.25,1283,-2.187925931082035e-05,-0.0018238503507402664,-0.014832424006235077,-2.339999999999762
6,2026-08-06,passive_buy,0.5,0.5,751,-2.187925931082035e-05,-0.0022436750998663744,-0.015233022636484097,-1.684999999999647
6,2026-08-06,passive_buy,0.5,1.0,200,-2.187925931082035e-05,-0.00237499999999919,-0.015349999999998759,-0.474999999999838
6,2026-08-06,passive_buy,0.7,0.0,1951,0.00012329378974960077,0.00052793439261901,-0.012219374679651547,1.0299999999996885
6,2026-08-06,passive_buy,0.7,0.25,786,0.00012329378974960077,-0.0027162849872772697,-0.015368956743002298,-2.134999999999934
6,2026-08-06,passive_buy,0.7,0.5,457,0.00012329378974960077,-0.0037746170678332504,-0.016345733041574884,-1.7249999999997954
6,2026-08-06,passive_buy,0.7,1.0,117,0.00012329378974960077,-0.004871794871794206,-0.018034188034186875,-0.5699999999999221
6,2026-08-06,passive_buy,0.9,0.0,569,0.0003477537192241562,-0.00253075571177524,-0.015448154657293383,-1.4400000000001114
6,2026-08-06,passive_buy,0.9,0.25,250,0.0003477537192241562,-0.007279999999999745,-0.02007999999999953,-1.8199999999999363
6,2026-08-06,passive_buy,0.9,0.5,154,0.0003477537192241562,-0.008798701298700863,-0.020974025974025586,-1.354999999999933
6,2026-08-06,passive_buy,0.9,1.0,36,0.0003477537192241562,-0.018749999999999527,-0.03138888888888837,-0.674999999999983
6,2026-08-06,passive_sell,0.0,0.0,4952,-inf,0.002650444264943457,-0.010902665589660835,13.125
6,2026-08-06,passive_sell,0.0,0.25,2093,-inf,0.0005924510272336199,-0.013225035833731537,1.2399999999999665
6,2026-08-06,passive_sell,0.0,0.5,1274,-inf,-0.0003139717425429525,-0.014215070643641832,-0.39999999999972147
6,2026-08-06,passive_sell,0.0,1.0,358,-inf,0.001452513966480793,-0.011955307262569439,0.5200000000001239
6,2026-08-06,passive_sell,0.3,0.0,3032,-0.00012329378974960085,0.0029584432717678706,-0.01115105540897105,8.970000000000184
6,2026-08-06,passive_sell,0.3,0.25,1234,-0.00012329378974960085,0.0012115072933551081,-0.013095623987033907,1.4950000000002035
6,2026-08-06,passive_sell,0.3,0.5,750,-0.00012329378974960085,0.000546666666667079,-0.013813333333332907,0.41000000000030923
6,2026-08-06,passive_sell,0.3,1.0,177,-0.00012329378974960085,0.004519774011300222,-0.009265536723162921,0.8000000000001393
6,2026-08-06,passive_sell,0.5,0.0,1981,2.187925931082035e-05,0.0028293791014637583,-0.011660777385159284,5.6049999999997056
6,2026-08-06,passive_sell,0.5,0.25,840,2.187925931082035e-05,0.0013095238095237013,-0.013440476190476341,1.099999999999909
6,2026-08-06,passive_sell,0.5,0.5,497,2.187925931082035e-05,-2.01207243458866e-05,-0.014889336016096391,-0.00999999999990564
6,2026-08-06,passive_sell,0.5,1.0,117,2.187925931082035e-05,0.0032905982905989417,-0.010683760683759955,0.38500000000007617
6,2026-08-06,passive_sell,0.7,0.0,1040,0.0001869132974647416,0.003456730769230522,-0.011451923076923477,3.594999999999743
6,2026-08-06,passive_sell,0.7,0.25,460,0.0001869132974647416,0.0028913043478260214,-0.012260869565217594,1.3299999999999699
6,2026-08-06,passive_sell,0.7,0.5,275,0.0001869132974647416,-0.0007272727272726342,-0.015818181818181874,-0.19999999999997442
6,2026-08-06,passive_sell,0.7,1.0,66,0.0001869132974647416,-0.001212121212120325,-0.016060606060605342,-0.07999999999994145
6,2026-08-06,passive_sell,0.9,0.0,259,0.0005043746081806995,0.0011583011583014217,-0.013976833976833638,0.3000000000000682
6,2026-08-06,passive_sell,0.9,0.25,111,0.0005043746081806995,-0.0035135135135124945,-0.0188288288288279,-0.3899999999998869
6,2026-08-06,passive_sell,0.9,0.5,57,0.0005043746081806995,-0.011754385964910815,-0.027368421052630123,-0.6699999999999164
6,2026-08-06,passive_sell,0.9,1.0,11,0.0005043746081806995,-0.033181818181816425,-0.049090909090907076,-0.3649999999999807
7,2026-08-07,passive_buy,0.0,0.0,6654,-inf,0.0018222122031860022,-0.01060565073639923,12.124999999999659
7,2026-08-07,passive_buy,0.0,0.25,2649,-inf,-0.0023933559833899114,-0.01534163835409591,-6.3399999999998755
7,2026-08-07,passive_buy,0.0,0.5,1668,-inf,-0.002730815347721767,-0.015599520383693052,-4.554999999999907
7,2026-08-07,passive_buy,0.0,1.0,539,-inf,-0.0018645640074208254,-0.013413729128014692,-1.004999999999825
7,2026-08-07,passive_buy,0.3,0.0,4663,-0.00017374605570900318,0.0018861248123524868,-0.010403173922367639,8.794999999999646
7,2026-08-07,passive_buy,0.3,0.25,1804,-0.00017374605570900318,-0.0012610864745011433,-0.014151884700665252,-2.2750000000000625
7,2026-08-07,passive_buy,0.3,0.5,1105,-0.00017374605570900318,-0.0010135746606334498,-0.013882352941176455,-1.119999999999962
7,2026-08-07,passive_buy,0.3,1.0,319,-0.00017374605570900318,0.0007053291536052651,-0.011097178683385599,0.22500000000007958
7,2026-08-07,passive_buy,0.5,0.0,3359,-6.486622797531619e-06,0.0014706757963678222,-0.010601369455195154,4.939999999999515
7,2026-08-07,passive_buy,0.5,0.25,1309,-6.486622797531619e-06,-0.0019213139801376512,-0.014522536287242357,-2.5150000000001853
7,2026-08-07,passive_buy,0.5,0.5,835,-6.486622797531619e-06,-0.0009580838323354451,-0.013473053892215705,-0.8000000000000966
7,2026-08-07,passive_buy,0.5,1.0,219,-6.486622797531619e-06,-0.0008675799086753994,-0.012557077625570678,-0.18999999999991246
7,2026-08-07,passive_buy,0.7,0.0,2115,0.00014005311304165355,0.0016855791962173585,-0.010151300236406712,3.5649999999997135
7,2026-08-07,passive_buy,0.7,0.25,833,0.00014005311304165355,-0.002058823529412127,-0.01436974789916003,-1.7150000000003018
7,2026-08-07,passive_buy,0.7,0.5,531,0.00014005311304165355,-0.0007344632768366677,-0.012881355932203825,-0.3900000000002706
7,2026-08-07,passive_buy,0.7,1.0,143,0.00014005311304165355,0.0018531468531468572,-0.009860139860140135,0.26500000000000057
7,2026-08-07,passive_buy,0.9,0.0,660,0.00037995366367348155,0.003386363636363442,-0.008999999999999975,2.2349999999998715
7,2026-08-07,passive_buy,0.9,0.25,305,0.00037995366367348155,0.003393442622950389,-0.009409836065574134,1.0349999999998687
7,2026-08-07,passive_buy,0.9,0.5,202,0.00037995366367348155,0.0046534653465342204,-0.008217821782178518,0.9399999999999125
7,2026-08-07,passive_buy,0.9,1.0,54,0.00037995366367348155,-0.0001851851851855431,-0.012962962962963278,-0.010000000000019327
7,2026-08-07,passive_sell,0.0,0.0,4594,-inf,0.0036612973443621113,-0.010097953852851558,16.81999999999954
7,2026-08-07,passive_sell,0.0,0.25,2119,-inf,0.0026687116564415507,-0.010877772534214358,5.654999999999646
7,2026-08-07,passive_sell,0.0,0.5,1319,-inf,0.0024450341167548545,-0.01095526914329062,3.2249999999996533
7,2026-08-07,passive_sell,0.0,1.0,411,-inf,0.003369829683698102,-0.009416058394160855,1.3849999999999199
7,2026-08-07,passive_sell,0.3,0.0,2697,-0.00014005311304165355,0.004718205413422103,-0.009692250648869302,12.724999999999412
7,2026-08-07,passive_sell,0.3,0.25,1163,-0.00014005311304165355,0.0037274290627683907,-0.010515907136715803,4.3349999999996385
7,2026-08-07,passive_sell,0.3,0.5,709,-0.00014005311304165355,0.0036530324400558412,-0.010380818053597396,2.5899999999995913
7,2026-08-07,passive_sell,0.3,1.0,205,-0.00014005311304165355,0.004317073170731178,-0.009170731707318091,0.8849999999998914
7,2026-08-07,passive_sell,0.5,0.0,1861,6.486622797531619e-06,0.004532509403546184,-0.010198817839871218,8.434999999999448
7,2026-08-07,passive_sell,0.5,0.25,782,6.486622797531619e-06,0.00366368286444974,-0.010895140664961958,2.8649999999996965
7,2026-08-07,passive_sell,0.5,0.5,477,6.486622797531619e-06,0.003983228511529636,-0.010566037735849888,1.8999999999996362
7,2026-08-07,passive_sell,0.5,1.0,142,6.486622797531619e-06,0.0019014084507030964,-0.012042253521128518,0.2699999999998397
7,2026-08-07,passive_sell,0.7,0.0,1093,0.00017374605570900315,0.004931381518755498,-0.010274473924977138,5.389999999999759
7,2026-08-07,passive_sell,0.7,0.25,478,0.00017374605570900315,0.004717573221757224,-0.010648535564853385,2.254999999999953
7,2026-08-07,passive_sell,0.7,0.5,304,0.00017374605570900315,0.0054276315789469195,-0.009638157894737098,1.6499999999998636
7,2026-08-07,passive_sell,0.7,1.0,87,0.00017374605570900315,0.0037356321839070988,-0.011724137931035663,0.3249999999999176
7,2026-08-07,passive_sell,0.9,0.0,354,0.000494001579290658,0.006567796610169941,-0.009519774011298745,2.325000000000159
7,2026-08-07,passive_sell,0.9,0.25,163,0.000494001579290658,0.005276073619632073,-0.010552147239263274,0.8600000000000279
7,2026-08-07,passive_sell,0.9,0.5,106,0.000494001579290658,0.006179245283019147,-0.009245283018867359,0.6550000000000296
7,2026-08-07,passive_sell,0.9,1.0,31,0.000494001579290658,0.005806451612902529,-0.010322580645161988,0.1799999999999784
