fold,session_date,side,gate_quantile,queue_ahead_fraction,n_fills,gate_threshold,mean_markout,mean_cross_out,sum_markout
0,2026-07-29,passive_buy,0.9,1.0,140,0.000434720745395342,3.57142857137457e-05,-0.010071428571429359,0.004999999999924398
0,2026-07-29,passive_sell,0.0,0.0,8833,-inf,0.002534246575342426,-0.010500396241367713,22.38499999999965
0,2026-07-29,passive_sell,0.0,0.25,5022,-inf,0.0020728793309438493,-0.010987654320987698,10.41000000000001
0,2026-07-29,passive_sell,0.0,0.5,2934,-inf,0.0021250852079074,-0.010746421267893606,6.235000000000312
0,2026-07-29,passive_sell,0.0,1.0,858,-inf,0.004603729603729922,-0.007715617715617655,3.950000000000273
0,2026-07-29,passive_sell,0.3,0.0,5656,-0.00016625071958438663,0.002699787835926291,-0.011135077793493887,15.2699999999991
0,2026-07-29,passive_sell,0.3,0.25,3183,-0.00016625071958438663,0.0018912975180645523,-0.012126924285265715,6.01999999999947
0,2026-07-29,passive_sell,0.3,0.5,1852,-0.00016625071958438663,0.0014470842332613121,-0.012543196544276545,2.67999999999995
0,2026-07-29,passive_sell,0.3,1.0,510,-0.00016625071958438663,0.003990196078431394,-0.009901960784313902,2.035000000000011
0,2026-07-29,passive_sell,0.5,0.0,4163,2.0563681176145247e-05,0.0027444150852748944,-0.011438866202258214,11.424999999999386
0,2026-07-29,passive_sell,0.5,0.25,2359,2.0563681176145247e-05,0.0019457397202202952,-0.012395082662145167,4.589999999999677
0,2026-07-29,passive_sell,0.5,0.5,1396,2.0563681176145247e-05,0.0014219197707736793,-0.01281518624641837,1.9850000000000563
0,2026-07-29,passive_sell,0.5,1.0,348,2.0563681176145247e-05,0.0035488505747125194,-0.01060344827586239,1.2349999999999568
0,2026-07-29,passive_sell,0.7,0.0,2554,0.00022764126468781035,0.00224549725920103,-0.012494126859827988,5.734999999999431
0,2026-07-29,passive_sell,0.7,0.25,1463,0.00022764126468781035,0.0006698564593299714,-0.014388243335611972,0.9799999999997482
0,2026-07-29,passive_sell,0.7,0.5,859,0.00022764126468781035,-0.00013969732246795825,-0.01508731082654251,-0.11999999999997613
0,2026-07-29,passive_sell,0.7,1.0,209,0.00022764126468781035,0.0018660287081337021,-0.012775119617225297,0.3899999999999437
0,2026-07-29,passive_sell,0.9,0.0,744,0.0006098961747873728,0.0006720430107523635,-0.015107526881720824,0.4999999999997584
0,2026-07-29,passive_sell,0.9,0.25,428,0.0006098961747873728,-0.0013551401869160498,-0.017616822429906757,-0.5800000000000693
0,2026-07-29,passive_sell,0.9,0.5,263,0.0006098961747873728,-0.0030418250950568614,-0.01916349809885926,-0.7999999999999545
0,2026-07-29,passive_sell,0.9,1.0,64,0.0006098961747873728,-0.0015625000000007994,-0.01750000000000107,-0.10000000000005116
1,2026-07-30,passive_buy,0.0,0.0,7794,-inf,0.0002623813189631011,-0.01090454195535053,2.04499999999841
1,2026-07-30,passive_buy,0.0,0.25,4868,-inf,0.0001910435497122513,-0.011033278553821071,0.9299999999992394
1,2026-07-30,passive_buy,0.0,0.5,3025,-inf,0.00038347107437997156,-0.010707438016529146,1.159999999999414
1,2026-07-30,passive_buy,0.0,1.0,941,-inf,0.0002869287991496853,-0.010510095642933247,0.2699999999998539
1,2026-07-30,passive_buy,0.3,0.0,6085,-0.000248927982292047,0.0005743631881674253,-0.01036647493837331,3.4949999999987824
1,2026-07-30,passive_buy,0.3,0.25,3823,-0.000248927982292047,0.0006094690034003031,-0.010421135234109558,2.329999999999359
1,2026-07-30,passive_buy,0.3,0.5,2370,-0.000248927982292047,0.001080168776371123,-0.009827004219409477,2.5599999999995617
1,2026-07-30,passive_buy,0.3,1.0,719,-0.000248927982292047,0.0017524339360221613,-0.008929068150208734,1.259999999999934
1,2026-07-30,passive_buy,0.5,0.0,4860,-2.981037511537607e-05,0.0007520576131685783,-0.010078189300411705,3.6549999999992906
1,2026-07-30,passive_buy,0.5,0.25,3072,-2.981037511537607e-05,0.0007014973958332597,-0.010211588541666781,2.1549999999997738
1,2026-07-30,passive_buy,0.5,0.5,1913,-2.981037511537607e-05,0.001055933089388304,-0.009696811291165825,2.0199999999998255
1,2026-07-30,passive_buy,0.5,1.0,585,-2.981037511537607e-05,0.00226495726495727,-0.008341880341880444,1.3250000000000028
1,2026-07-30,passive_buy,0.7,0.0,3494,0.00017313144897891457,0.0003792215226101165,-0.010266170578134004,1.324999999999747
1,2026-07-30,passive_buy,0.7,0.25,2210,0.00017313144897891457,0.00012895927601802085,-0.010705882352941223,0.28499999999982606
1,2026-07-30,passive_buy,0.7,0.5,1372,0.00017313144897891457,0.0014540816326530336,-0.009271137026239036,1.994999999999962
1,2026-07-30,passive_buy,0.7,1.0,420,0.00017313144897891457,0.003297619047618992,-0.0072857142857143415,1.3849999999999767
1,2026-07-30,passive_buy,0.9,0.0,1695,0.00047369002998584586,-2.0648967551662328e-05,-0.010542772861357002,-0.035000000000067644
1,2026-07-30,passive_buy,0.9,0.25,1051,0.00047369002998584586,0.0007754519505231468,-0.009961941008563461,0.8149999999998272
1,2026-07-30,passive_buy,0.9,0.5,654,0.00047369002998584586,0.0027293577981649803,-0.008149847094801318,1.7849999999998971
1,2026-07-30,passive_buy,0.9,1.0,191,0.00047369002998584586,0.008612565445025712,-0.002303664921466403,1.6449999999999108
1,2026-07-30,passive_sell,0.0,0.0,7150,-inf,0.0008846153846152896,-0.010444755244755325,6.324999999999321
1,2026-07-30,passive_sell,0.0,0.25,4566,-inf,0.0006395094174329284,-0.01065045992115663,2.919999999998751
1,2026-07-30,passive_sell,0.0,0.5,2827,-inf,0.00018924655111406818,-0.011071807569862223,0.5349999999994708
1,2026-07-30,passive_sell,0.0,1.0,882,-inf,0.0018594104308389385,-0.00914965986394558,1.6399999999999437
