fold,session_date,side,gate_quantile,queue_ahead_fraction,n_fills,gate_threshold,mean_markout,mean_cross_out,sum_markout,n_unwind_1000,mean_unwind_1000,frac_passive_exit_1000,n_unwind_5000,mean_unwind_5000,frac_passive_exit_5000
0,2026-07-29,passive_buy,0.9,0.25,2697,0.000434720745395342,-0.0018483500185390489,-0.013381535038932227,-4.984999999999815,2697,-0.007727104189840702,0.625139043381535,2697,-0.004931405265109522,0.9492028179458658
0,2026-07-29,passive_buy,0.9,0.5,2259,0.000434720745395342,-0.0023970783532535666,-0.013953076582558718,-5.414999999999807,2259,-0.00880478087649415,0.5427180168216025,2259,-0.005577689243028055,0.9088092076139885
0,2026-07-29,passive_buy,0.9,1.0,420,0.000434720745395342,-0.0020595238095238314,-0.012833333333333757,-0.8650000000000091,420,-0.008880952380952661,0.32142857142857145,420,-0.0059761904761900485,0.6142857142857143
0,2026-07-29,passive_sell,0.0,0.0,25067,-inf,-0.0021909283121234395,-0.015636893126421185,-54.919999999998254,25067,-0.007936729564766395,0.6964136115211234,25067,-0.005073203813779008,0.9840427653887581
0,2026-07-29,passive_sell,0.0,0.25,20142,-inf,-0.002767103564690603,-0.016263528944494055,-55.734999999998124,20142,-0.009484658921656272,0.6261543044384867,20142,-0.006286366795750179,0.9637573230066527
0,2026-07-29,passive_sell,0.0,0.5,15438,-inf,-0.003225806451612791,-0.016735328410415813,-49.79999999999826,15438,-0.01066653711620683,0.5528565876408861,15438,-0.00699896359632077,0.9370384764865916
0,2026-07-29,passive_sell,0.0,1.0,2950,-inf,-0.0014271186440674333,-0.014149152542372642,-4.209999999998928,2950,-0.011766101694915305,0.23559322033898306,2950,-0.007406779661016991,0.5972881355932204
0,2026-07-29,passive_sell,0.3,0.0,15967,-0.00016625071958438663,-0.0021293918707333743,-0.016251017724055936,-33.99999999999979,15967,-0.008015281518131143,0.6851005198221332,15967,-0.004839982463831603,0.9834658984154819
0,2026-07-29,passive_sell,0.3,0.25,12894,-0.00016625071958438663,-0.0028858383744376796,-0.017097099426089692,-37.20999999999944,12894,-0.009667287110283912,0.6116798510935318,12894,-0.006162556227702818,0.9640142702031953
0,2026-07-29,passive_sell,0.3,0.5,9927,-0.00016625071958438663,-0.0032799435881937537,-0.017550115845673436,-32.55999999999939,9927,-0.010864309459051178,0.5383298075954468,9927,-0.006743225546489395,0.93583157046439
0,2026-07-29,passive_sell,0.3,1.0,1733,-0.00016625071958438663,-0.0012752452394689776,-0.015077899596076097,-2.209999999999738,1733,-0.012458165031736948,0.20253894979803808,1733,-0.007945758799769217,0.5608770917484132
0,2026-07-29,passive_sell,0.5,0.0,11553,2.0563681176145247e-05,-0.0021327793646671897,-0.016655414178135628,-24.640000000000043,11553,-0.008158054185060168,0.6843244179001126,11553,-0.004908681727689725,0.9829481519951527
0,2026-07-29,passive_sell,0.5,0.25,9387,2.0563681176145247e-05,-0.0028970917225950563,-0.017524235645041065,-27.194999999999794,9387,-0.009973367423031879,0.6106317247256845,9387,-0.0062416107382549995,0.9629274528603388
0,2026-07-29,passive_sell,0.5,0.5,7346,2.0563681176145247e-05,-0.0033419548053361635,-0.018024775387966253,-24.549999999999457,7346,-0.011129866594064857,0.5393411380343044,7346,-0.00696841818676829,0.9335692894092023
0,2026-07-29,passive_sell,0.5,1.0,1205,2.0563681176145247e-05,-0.0008630705394189508,-0.015095435684647242,-1.0399999999998357,1205,-0.012207468879668162,0.2024896265560166,1205,-0.006514522821576782,0.5676348547717842
0,2026-07-29,passive_sell,0.7,0.0,7037,0.00022764126468781035,-0.0021450902373170927,-0.017234617024300236,-15.095000000000383,7037,-0.007915304817393809,0.6930510160579793,7037,-0.00453602387380983,0.9836578087253091
0,2026-07-29,passive_sell,0.7,0.25,5761,0.00022764126468781035,-0.002902273910779386,-0.018132268703350177,-16.72000000000004,5761,-0.009704912341607416,0.6236764450616212,5761,-0.005953827460510347,0.9647630619684082
0,2026-07-29,passive_sell,0.7,0.5,4568,0.00022764126468781035,-0.0034862084063046936,-0.01878502626970232,-15.92499999999984,4568,-0.010882224168126193,0.5531961471103327,4568,-0.0066878283712784835,0.9382661996497373
0,2026-07-29,passive_sell,0.7,1.0,718,0.00022764126468781035,-0.0012116991643450342,-0.015835654596100028,-0.8699999999997345,718,-0.012590529247910893,0.201949860724234,718,-0.00607242339832873,0.5738161559888579
0,2026-07-29,passive_sell,0.9,0.0,2129,0.0006098961747873728,-0.004452794739314394,-0.020831376232973445,-9.480000000000345,2129,-0.009051197745420363,0.7045561296383278,2129,-0.0052794739314231875,0.9877876937529356
0,2026-07-29,passive_sell,0.9,0.25,1753,0.0006098961747873728,-0.00496292070735888,-0.021528807758129074,-8.700000000000117,1753,-0.01119794637763826,0.6394751853964632,1753,-0.007564175698802032,0.970907016543069
0,2026-07-29,passive_sell,0.9,0.5,1434,0.0006098961747873728,-0.006230822873082229,-0.022796373779637388,-8.934999999999917,1434,-0.011576011157600962,0.5753138075313807,1434,-0.006910739191073748,0.9511854951185496
0,2026-07-29,passive_sell,0.9,1.0,228,0.0006098961747873728,-0.0016228070175425084,-0.01741228070175329,-0.3699999999996919,228,-0.01140350877192955,0.21052631578947367,228,-0.004473684210525799,0.6096491228070176
