model,horizon,beta_name,n_folds,pct_positive,mean,median,std,min,max,ci95_low,ci95_high,sign_changes
M5_full,ms100,OFI1_ev50,8,100.0,0.00027470917527427734,0.00027494803983138256,4.663711509287497e-05,0.00021715515660520126,0.0003334486697920473,0.00024239130334387097,0.0003070270472046837,0
M6_wave,ms100,OFI1_ev50,8,100.0,0.00020784120580291538,0.0002054907969715753,5.2264466393693475e-05,0.00014482242777871113,0.00027062072733984575,0.00017162377837287986,0.0002440586332329509,0
