horizon,bucket_on,ofi_decile,n_fills,mean_bucket_value,mean_prev_ofi,frac_passive_buys,markout_ticks,se_ticks,markout_after_crossing_out_ticks,pct_positive,decile_monotonicity_spearman
ms100,abs_ofi,0,4210,25.109203338623047,-0.5276758670806885,0.5023341113704568,-0.1228028503562841,0.040628017260924465,-1.4948930852176991,29.176392130710237,0.7454545454545455
ms100,abs_ofi,1,4254,79.55401611328125,-1.9474824666976929,0.49849949983327774,-0.09649741419838322,0.041309400402682626,-1.473084130201367,30.59353117705902,0.7454545454545455
ms100,abs_ofi,2,4210,135.92095947265625,-1.4863773584365845,0.4929364278506559,-0.08942992874108995,0.04037632656146885,-1.4657956984132996,29.4820047090481,0.7454545454545455
ms100,abs_ofi,3,4215,198.591552734375,-0.02555910497903824,0.49571212375987894,-0.18007117437723372,0.03512744278140283,-1.5655990250550156,29.89742727425593,0.7454545454545455
ms100,abs_ofi,4,4231,267.57379150390625,-3.0379831790924072,0.4996638655462185,-0.09950366343654472,0.039476109592530804,-1.4790829332500104,30.840336134453782,0.7454545454545455
ms100,abs_ofi,5,4260,349.0283203125,4.751708030700684,0.5122479586735544,-0.06807511737090183,0.0356882698687689,-1.451291053420371,31.361439760039993,0.7454545454545455
ms100,abs_ofi,6,4222,447.0316467285156,7.68259859085083,0.49848535846516323,-0.07603031738512976,0.04268006091981057,-1.469801016036321,31.67283742847526,0.7454545454545455
ms100,abs_ofi,7,4241,575.4844360351562,-12.1902437210083,0.5039529015979815,-0.0920773402499451,0.03381924218091418,-1.4747700757999078,31.152228763666944,0.7454545454545455
ms100,abs_ofi,8,4173,765.091552734375,-4.761234283447266,0.48725687458081823,-0.01437814521926794,0.0314307941651042,-1.3858135378181504,31.18712273641851,0.7454545454545455
ms100,abs_ofi,9,4285,1399.763916015625,11.367589950561523,0.5007556675062972,-0.061376896149370384,0.0529434541290142,-1.3959159611238672,31.95633921074727,0.7454545454545455
ms250,abs_ofi,0,5093,25.109203338623047,-0.5276758670806885,0.5023341113704568,-0.12477910858039172,0.04023066048000314,-1.4749656127918886,37.062354118039345,0.296969696969697
ms250,abs_ofi,1,5099,79.55401611328125,-1.9474824666976929,0.49849949983327774,-0.05550107864285913,0.04206035558342881,-1.4189056418514536,38.17939313104368,0.296969696969697
ms250,abs_ofi,2,5068,135.92095947265625,-1.4863773584365845,0.4929364278506559,-0.09757300710338782,0.04900860069886918,-1.4558997371960916,36.495122771611165,0.296969696969697
