unwind_1000ms_ticks,unwind_1000ms_se_ticks,unwind_1000ms_t,unwind_1000ms_passive_exit_frac,unwind_5000ms_ticks,unwind_5000ms_se_ticks,unwind_5000ms_t,unwind_5000ms_passive_exit_frac,horizon,model,gate_quantile,queue_ahead_fraction,maker_rebate_per_unit,n_fills,n_days,fills_per_day,markout_ticks,markout_after_crossing_out_ticks,se_ticks,t_stat,below_min_fills,breakeven_rebate_per_unit,breakeven_rebate_ticks
-1.1450587231985192,0.06698223287302436,-17.09496196355775,0.5281125981238123,-0.8202867407581499,0.06577058940392626,-12.471938417951623,0.9178323204512642,ms1000,M5_full,0.3,0.25,0.0,148919,8,18614.875,-0.3810964349747197,-1.6934440870540408,0.03202319324163179,-11.900638143708754,False,0.003810964349747197,0.3810964349747197
-0.9922474633861379,0.06880582528275332,-14.42098048106476,0.5281125981238123,-0.6285035087130234,0.06675110197494444,-9.415627459587668,0.9178323204512642,ms1000,M5_full,0.3,0.25,0.001,148919,8,18614.875,-0.2810964349747197,-1.5934440870540407,0.03202319324163179,-8.777901468279557,False,0.003810964349747197,0.3810964349747197
-0.8394362035737568,0.07065780385247342,-11.880304195788726,0.5281125981238123,-0.4367202766678969,0.06774195168068282,-6.446821590356266,0.9178323204512642,ms1000,M5_full,0.3,0.25,0.002,148919,8,18614.875,-0.1810964349747197,-1.4934440870540409,0.03202319324163179,-5.65516479285036,False,0.003810964349747197,0.3810964349747197
-0.7630305736675662,0.07159375087287613,-10.657781780737047,0.5281125981238123,-0.34082866064533374,0.06824111243006734,-4.99447691440568,0.9178323204512642,ms1000,M5_full,0.3,0.25,0.0025,148919,8,18614.875,-0.13109643497471968,-1.4434440870540408,0.03202319324163179,-4.093796455135761,False,0.003810964349747197,0.3810964349747197
-0.6866249437613755,0.0725359943607143,-9.465989262473716,0.5281125981238123,-0.24493704462277052,0.06874269152757591,-3.563099424533222,0.9178323204512642,ms1000,M5_full,0.3,0.25,0.003,148919,8,18614.875,-0.08109643497471969,-1.393444087054041,0.03202319324163179,-2.5324281174211625,False,0.003810964349747197,0.3810964349747197
-1.260123616453084,0.06700381348904379,-18.806744733404386,0.45796872638102754,-0.9242791994557771,0.07308679860497956,-12.646322141585827,0.8763406092265829,ms1000,M5_full,0.3,0.5,0.0,119078,8,14884.75,-0.41332571927644113,-1.7280773946488897,0.03429230050260377,-12.053018118310781,False,0.004133257192764412,0.41332571927644113
-1.114326743814981,0.06851495691459318,-16.263992476913284,0.45796872638102754,-0.7366451385331189,0.07424461235389215,-9.921866586384049,0.8763406092265829,ms1000,M5_full,0.3,0.5,0.001,119078,8,14884.75,-0.31332571927644115,-1.6280773946488896,0.03429230050260377,-9.136911629846786,False,0.004133257192764412,0.41332571927644113
-0.9685298711768783,0.07005293491714457,-13.825685852026208,0.45796872638102754,-0.5490110776104606,0.0754161009366844,-7.279759504822225,0.8763406092265829,ms1000,M5_full,0.3,0.5,0.002,119078,8,14884.75,-0.21332571927644114,-1.5280773946488897,0.03429230050260377,-6.220805141382789,False,0.004133257192764412,0.41332571927644113
-0.895631434857827,0.07083144182999129,-12.644546146717017,0.45796872638102754,-0.45519404714913153,0.07600677598293451,-5.988861404295512,0.8763406092265829,ms1000,M5_full,0.3,0.5,0.0025,119078,8,14884.75,-0.16332571927644116,-1.4780773946488897,0.03429230050260377,-4.762751897150792,False,0.004133257192764412,0.41332571927644113
-0.8227329985387756,0.07161601867296155,-11.488114164734995,0.45796872638102754,-0.3613770166878023,0.07660063694945496,-4.717676393817162,0.8763406092265829,ms1000,M5_full,0.3,0.5,0.003,119078,8,14884.75,-0.11332571927644115,-1.4280773946488898,0.03429230050260377,-3.304698652918794,False,0.004133257192764412,0.41332571927644113
-1.3256454101847597,0.05756775394336163,-23.027568723438538,0.16432414397130585,-1.0576923076923006,0.0760875649620946,-13.900987739839266,0.492658101117971,ms1000,M5_full,0.3,1.0,0.0,23977,8,2997.125,-0.2847729073695576,-1.509529966217625,0.03951845080896422,-7.20607466993521,False,0.0028477290736955763,0.2847729073695576
-1.209212995787629,0.05841060831234568,-20.701941491885634,0.16432414397130585,-0.9084264975805035,0.07798952529432222,-11.648057789199529,0.492658101117971,ms1000,M5_full,0.3,1.0,0.001,23977,8,2997.125,-0.18477290736955762,-1.409529966217625,0.03951845080896422,-4.675611102843243,False,0.0028477290736955763,0.2847729073695576
-1.0927805813904985,0.05926761244397374,-18.43807328030153,0.16432414397130585,-0.7591606874687062,0.07994216509676699,-9.49637386665436,0.492658101117971,ms1000,M5_full,0.3,1.0,0.002,23977,8,2997.125,-0.08477290736955763,-1.309529966217625,0.03951845080896422,-2.1451475357512764,False,0.0028477290736955763,0.2847729073695576
-1.034564374191933,0.059701230640795494,-17.32902928612307,0.16432414397130585,-0.684527782412808,0.08093634726949542,-8.457606569932317,0.492658101117971,ms1000,M5_full,0.3,1.0,0.0025,23977,8,2997.125,-0.034772907369557626,-1.259529966217625,0.03951845080896422,-0.8799157522052933,False,0.0028477290736955763,0.2847729073695576
-0.9763481669933679,0.06013816141399598,-16.235085078044005,0.16432414397130585,-0.6098948773569093,0.0819418614386812,-7.443019558608714,0.492658101117971,ms1000,M5_full,0.3,1.0,0.003,23977,8,2997.125,0.015227092630442371,-1.2095299662176249,0.03951845080896422,0.38531603134069,False,0.0028477290736955763,0.2847729073695576
-0.8355844601397674,0.053714702359348235,-15.555973009954629,0.6205577225706849,-0.5199507756563234,0.053650619831531465,-9.69142159566885,0.9572344868735083,ms1000,M5_full,0.5,0.0,0.0,134081,8,16760.125,-0.23169203690306814,-1.539427659399919,0.027037332901698023,-8.56933772814985,False,0.0023169203690306815,0.23169203690306814
-0.673528687882699,0.05478222731249219,-12.294656879150144,0.6205577225706849,-0.32422732696897255,0.05388887221600046,-6.016591434116232,0.9572344868735083,ms1000,M5_full,0.5,0.0,0.001,134081,8,16760.125,-0.13169203690306816,-1.4394276593999191,0.027037332901698023,-4.8707480646065315,False,0.0023169203690306815,0.23169203690306814
-0.5114729156256305,0.05589014418061705,-9.151397319225588,0.6205577225706849,-0.12850387828162177,0.05413553211138002,-2.3737436997429735,0.9572344868735083,ms1000,M5_full,0.5,0.0,0.002,134081,8,16760.125,-0.03169203690306815,-1.339427659399919,0.027037332901698023,-1.1721584010632127,False,0.0023169203690306815,0.23169203690306814
-0.43044502949709623,0.05645850988052741,-7.624094762826128,0.6205577225706849,-0.030642153937946354,0.054261979198758664,-0.5647076348930402,0.9572344868735083,ms1000,M5_full,0.5,0.0,0.0025,134081,8,16760.125,0.01830796309693185,-1.289427659399919,0.027037332901698023,0.6771364307084468,False,0.0023169203690306815,0.23169203690306814
-0.349417143368562,0.057036099193328096,-6.126245453501064,0.6205577225706849,0.06721957040572907,0.054390485134047206,1.235870028371031,0.9572344868735083,ms1000,M5_full,0.5,0.0,0.003,134081,8,16760.125,0.06830796309693185,-1.239427659399919,0.027037332901698023,2.526431262480106,False,0.0023169203690306815,0.23169203690306814
-1.1292726465615786,0.06645293937845465,-16.99356954145073,0.5371327105981469,-0.7972004193703764,0.06484955157353116,-12.293075280041874,0.9218214275594344,ms1000,M5_full,0.5,0.25,0.0,105877,8,13234.625,-0.37585594605060696,-1.6922088838935776,0.03332594147027697,-11.278179384244211,False,0.0037585594605060698,0.37585594605060696
-0.975559375501764,0.06812865797357172,-14.319368743182938,0.5371327105981469,-0.6050182766144329,0.06572903689027523,-9.204733634305644,0.9218214275594344,ms1000,M5_full,0.5,0.25,0.001,105877,8,13234.625,-0.275855946050607,-1.5922088838935775,0.03332594147027697,-8.27751396900939,False,0.0037585594605060698,0.37585594605060696
-0.8218461044419494,0.06982841498538031,-11.769508224037677,0.5371327105981469,-0.4128361338584896,0.06661735919242633,-6.197125476949626,0.9218214275594344,ms1000,M5_full,0.5,0.25,0.002,105877,8,13234.625,-0.17585594605060698,-1.4922088838935776,0.03332594147027697,-5.2768485537745695,False,0.0037585594605060698,0.37585594605060696
-0.744989468912042,0.07068676694922099,-10.539306026645942,0.5371327105981469,-0.31674506248051787,0.06706472461289151,-4.722975667294868,0.9218214275594344,ms1000,M5_full,0.5,0.25,0.0025,105877,8,13234.625,-0.12585594605060696,-1.4422088838935776,0.03332594147027697,-3.7765158461571584,False,0.0037585594605060698,0.37585594605060696
-0.6681328333821347,0.07155049726108322,-9.337920195636942,0.5371327105981469,-0.2206539911025461,0.06751416966116691,-3.2682619398259862,0.9218214275594344,ms1000,M5_full,0.5,0.25,0.003,105877,8,13234.625,-0.07585594605060697,-1.3922088838935778,0.03332594147027697,-2.2761831385397477,False,0.0037585594605060698,0.37585594605060696
-1.2446515321375213,0.06711914124993701,-18.543913240825166,0.46734865470852016,-0.9003083247687553,0.07286702688936063,-12.355496898971323,0.8816570120526955,ms1000,M5_full,0.5,0.5,0.0,85632,8,10704.0,-0.40832282324364594,-1.7271580717488806,0.03501682755270223,-11.660760033989312,False,0.004083228232436459,0.40832282324364594
-1.0979166666666695,0.06850754186632464,-16.026216045073983,0.46734865470852016,-0.7121426235634857,0.07389265159653653,-9.637529689039672,0.8816570120526955,ms1000,M5_full,0.5,0.5,0.001,85632,8,10704.0,-0.3083228232436459,-1.6271580717488805,0.03501682755270223,-8.804990194488731,False,0.004083228232436459,0.40832282324364594
-0.9511818011958175,0.06991699896866214,-13.604442628067485,0.46734865470852016,-0.5239769223582161,0.07493049267732386,-6.992839678962723,0.8816570120526955,ms1000,M5_full,0.5,0.5,0.002,85632,8,10704.0,-0.20832282324364593,-1.5271580717488806,0.03501682755270223,-5.949220354988149,False,0.004083228232436459,0.40832282324364594
