feature,target,n,pearson,spearman,slope,slope_se_hac,t_stat_hac,p_value_hac,hac_lag,directional_accuracy,pct_target_unchanged,cond_mean_pos,cond_mean_neg,cond_mean_se_pos,cond_mean_se_neg,ci95_slope_low,ci95_slope_high,p_value_fdr
zOFI,ev5,2158685,0.00968237475810009,0.0075898310107823065,5.1285152908435027e-05,3.964140632414315e-06,12.937268796440348,2.773139471566719e-38,36,0.504628794435399,59.42747552329312,5.52237155024586e-05,-1.81411639586899e-05,4.340581876733777e-06,4.336272034478497e-06,4.351558003925113e-05,5.905472577761892e-05,9.012703282591836e-38
zOFI,ev10,2158684,0.01289624995728654,0.012985891872949452,9.553538942332518e-05,6.098863179574491e-06,15.66445854094247,2.646740896867982e-55,36,0.5067863748645022,42.519933440929755,8.969360101764803e-05,-5.7696964052900394e-05,6.062421869182565e-06,6.072607615906313e-06,8.358183724472174e-05,0.00010748894160192863,1.214386999739427e-54
zOFI,ev25,2158677,0.0213649772704455,0.02348826833448032,0.00025097677950392346,1.1273882200629867e-05,22.261788356268394,8.67182318826851e-110,36,0.5101024909907952,24.32262909180021,0.0002004784049481291,-0.00020400019370497139,9.604193869594652e-06,9.636042585153791e-06,0.00022888037642474176,0.0002730731825831052,9.662888695499196e-109
zOFI,ev50,2158662,0.022415548188611106,0.024942342554722212,0.0003752606641756026,1.7676394178811494e-05,21.229480423412575,5.102348787826417e-100,36,0.5098085421020276,15.073642839870253,0.00029365377116998746,-0.00032200925880225025,1.368511113171929e-05,1.373377487301999e-05,0.0003406155682085986,0.00040990576014260664,4.974790068130757e-99
signed_volume,ms100,1446981,0.02563170656742879,0.03157261414734374,1.4336690931297976e-06,8.533080184719508e-08,16.801308110254492,2.3872067481470565e-63,33,0.5259452203649845,49.971837916323715,0.0007280786858920654,-0.0007025011548868157,2.069083315033427e-05,1.9705815078123927e-05,1.2664237947373714e-06,1.6009143915222238e-06,1.5516843862955868e-62
signed_volume,ms250,1864457,0.018972842524965235,0.021265340494012568,1.460391076183299e-06,8.262214735701939e-08,17.675540068848473,6.471768911204948e-70,35,0.5131897921409969,39.176178372577105,0.0007057760429825772,-0.0006763857993837369,2.391460560099711e-05,2.2642213187447135e-05,1.2984546430381798e-06,1.6223275093284182e-06,5.04797975073986e-69
signed_volume,ms500,2067545,0.013849837181096471,0.01623864227605581,1.395602044018178e-06,9.31397070435102e-08,14.983964286748538,9.347131556177722e-51,36,0.5079250166069653,28.77069181081911,0.000665154218945246,-0.0006515648512011043,2.9177802209931972e-05,2.78752054151225e-05,1.2130515726822865e-06,1.5781525153540695e-06,3.83724348095717e-50
signed_volume,ms1000,2144991,0.011121203224957544,0.012884935504891748,1.5263950000549974e-06,1.2562173460543234e-07,12.15072379671623,5.685996987006679e-34,36,0.5057240401753839,18.60543937014188,0.0006724274622529013,-0.0006516817459194465,3.870925484109116e-05,3.697258944559381e-05,1.280180924552901e-06,1.7726090755570937e-06,1.6426213518019295e-33
signed_volume,ms2000,2157802,0.009363878641139889,0.010810726328856064,1.790902326983021e-06,1.7949581927004293e-07,9.977404121533848,1.9140886033953255e-23,36,0.5050411474422981,11.003187502838536,0.0006667429220017911,-0.000722475332910065,5.366208939929038e-05,5.1260973654499006e-05,1.4390969858382262e-06,2.1427076681278157e-06,4.665590970776106e-23
signed_volume,ms5000,2158188,0.005655097039110364,0.006267393971193908,1.6867470849323141e-06,2.8146978418721816e-07,5.992639990836043,2.064615728564111e-09,36,0.5032071172636223,5.612161683782877,0.0005272603312146835,-0.0006166795925753795,8.327560682649066e-05,7.981759360910016e-05,1.135076445189105e-06,2.238417724675523e-06,3.35500055891668e-09
signed_volume,ms10000,2157691,0.002609821590401022,0.0046417516118418415,1.0922791257583747e-06,3.8472322731773733e-07,2.8391296604929894,0.004523677129834351,36,0.502811814166309,3.6958952880648805,0.000437109713646969,-0.0007091751756100978,0.00011627107376771648,0.0001121137417944833,3.3823545619959333e-07,1.846322795317156e-06,0.005980454510628464
signed_volume,ms30000,2155694,0.0010837350415920301,0.00339460465823033,7.808343270398366e-07,6.923893764532236e-07,1.1277387458479993,0.25943026920141277,36,0.502324784758314,2.0053866643410427,0.00016831654796777755,-0.0009930624503831354,0.00019896864907551504,0.0001930992037746998,-5.76223914086627e-07,2.1378925681663e-06,0.2850079013761999
signed_volume,ev1,2158685,0.02150117452944987,0.04305657545847048,2.115396058639022e-07,1.217295971263786e-08,17.377828470448613,1.21466598768222e-67,36,0.5868377246817884,88.28666526149021,0.00013893987992252604,-0.000112944367044393,2.9987818889870927e-06,2.8994449956261826e-06,1.8768104324187494e-07,2.3539816848592944e-07,8.613086094473923e-67
signed_volume,ev5,2158685,0.017354435151475982,0.029877320485309642,3.9830285272849173e-07,2.4124788571288556e-08,16.510107500072383,3.1033003472958296e-61,36,0.5327189853866243,59.42747552329312,0.0002697016529888563,-0.0002100240192815831,6.722564910628116e-06,6.51961433664715e-06,3.5101913599412267e-07,4.455865694628608e-07,1.7289816220648195e-60
signed_volume,ev10,2158684,0.017369405643519027,0.032561687975308486,5.57543759198568e-07,3.342973542525118e-08,16.67807872560747,1.8920689176631877e-62,36,0.5291753451709047,42.519933440929755,0.00037414838867112484,-0.00030909838810364845,9.307146787598966e-06,9.032440572686285e-06,4.920226817523729e-07,6.230648366447631e-07,1.1352413505979125e-61
