oos_folds,oos_market_dates,dates_with_predictions,trade_dates,n_trades,dates,longs,shorts,rows_predictable,signals,pass_cost_gate,pass_z_gate,blocked_overlap,drop_no_execution,drop_no_exit,drop_no_depth,mean_abs_prediction,max_abs_prediction,mean_cost_threshold,pred_over_cost,time_in_market_frac,turnover,net_per_trade,net_per_trade_ticks,net_per_trade_bps,gross_per_trade_ticks,cost_per_trade_ticks
8,8,8,1,1.0,2026-07-29|2026-07-30|2026-07-31|2026-08-03|2026-08-04|2026-08-05|2026-08-06|2026-08-07,1.0,0.0,857967.0,1.0,72.0,1.0,6.0,0.0,0.0,0.0,0.00029545977992952003,0.03767202269640238,0.023838701891301543,0.012519509631081201,6.35140133193636e-06,99.05,0.04000000000000625,4.000000000000625,4.112527223885602,6.000000000000227,1.999999999999602
