regime_dim,regime,n_trades,net_pnl,avg_pnl,hit_rate
regime_spread,narrow,1,0.04000000000000625,0.04000000000000625,1.0
regime_vol,low_vol,1,0.04000000000000625,0.04000000000000625,1.0
regime_tod,open,1,0.04000000000000625,0.04000000000000625,1.0
