horizon,bucket_on,ofi_decile,n_fills,mean_bucket_value,mean_prev_ofi,frac_passive_buys,markout_ticks,se_ticks,markout_after_crossing_out_ticks,pct_positive,decile_monotonicity_spearman
ms100,fill_aligned_ofi,0,4297,-1073.6632080078125,11.412453651428223,0.4911282222966187,-0.16883872469165348,0.04734475247695413,-1.5191994160994682,30.113826581854703,0.9272727272727272
ms100,fill_aligned_ofi,1,4288,-502.4434814453125,-3.0077154636383057,0.5003354579000335,-0.227495335820911,0.03718500438080894,-1.6084421379604783,29.65447836296545,0.9272727272727272
ms100,fill_aligned_ofi,2,4231,-302.7711181640625,-4.4758710861206055,0.506367292225201,-0.19321673363270517,0.04519808131535531,-1.5794138237701847,29.272788203753354,0.9272727272727272
ms100,fill_aligned_ofi,3,4228,-164.40281677246094,0.4764135181903839,0.4989963198394112,-0.17135761589403747,0.03373436229306694,-1.5501418848766049,28.95617263298762,0.9272727272727272
ms100,fill_aligned_ofi,4,4235,-49.54172897338867,-1.2477003335952759,0.5094497407593243,-0.11546635182997679,0.04447541564279318,-1.4898464909735887,30.038467971232645,0.9272727272727272
ms100,fill_aligned_ofi,5,4203,54.694602966308594,-1.0476031303405762,0.48893731143144487,-0.09267190102306107,0.039260115136819686,-1.4644301428082491,29.86925913509889,0.9272727272727272
ms100,fill_aligned_ofi,6,4208,169.26248168945312,-2.9031713008880615,0.49122807017543857,-0.09066064638784312,0.04183945660207337,-1.4758792516285084,30.49932523616734,0.9272727272727272
ms100,fill_aligned_ofi,7,4245,313.2129211425781,5.207225322723389,0.5069409600267604,0.012603062426364484,0.0374970687362424,-1.3657243560389913,32.79812677705302,0.9272727272727272
ms100,fill_aligned_ofi,8,4196,518.9104614257812,0.24332045018672943,0.5019324483280121,0.05540991420400998,0.0416582315124914,-1.3393708038231646,33.22130734330365,0.9272727272727272
ms100,fill_aligned_ofi,9,4170,1089.335693359375,-4.858916282653809,0.4965609797013924,0.09796163069543974,0.03838473179852108,-1.25683450716184,32.897164905217245,0.9272727272727272
ms250,fill_aligned_ofi,0,5145,-1073.6632080078125,11.412453651428223,0.4911282222966187,-0.16239067055393427,0.04493182927100209,-1.485519897060936,37.78038165383328,0.9757575757575757
ms250,fill_aligned_ofi,1,5108,-502.4434814453125,-3.0077154636383057,0.5003354579000335,-0.21593578700078475,0.03900045136565872,-1.5825175932508646,36.88359610868836,0.9757575757575757
ms250,fill_aligned_ofi,2,5140,-302.7711181640625,-4.4758710861206055,0.506367292225201,-0.15515564202335724,0.03593461939602708,-1.5247081447436297,37.28217158176943,0.9757575757575757
ms250,fill_aligned_ofi,3,5102,-164.40281677246094,0.4764135181903839,0.4989963198394112,-0.16189729517836432,0.04063996164297391,-1.5255781781973996,35.94847775175644,0.9757575757575757
ms250,fill_aligned_ofi,4,5068,-49.54172897338867,-1.2477003335952759,0.5094497407593243,-0.08879242304656108,0.04501324597176556,-1.4432714813577738,37.39755812008697,0.9757575757575757
ms250,fill_aligned_ofi,5,5082,54.694602966308594,-1.0476031303405762,0.48893731143144487,-0.08038173947262803,0.03944154110837041,-1.4379181164085353,38.08246731478378,0.9757575757575757
ms250,fill_aligned_ofi,6,5063,169.26248168945312,-2.9031713008880615,0.49122807017543857,-0.06488248074263842,0.03990010608586356,-1.4238593461370497,38.124156545209175,0.9757575757575757
ms250,fill_aligned_ofi,7,5039,313.2129211425781,5.207225322723389,0.5069409600267604,0.010716411986509048,0.03291297170304831,-1.350267884629237,39.92306405753471,0.9757575757575757
ms250,fill_aligned_ofi,8,5095,518.9104614257812,0.24332045018672943,0.5019324483280121,0.03729146221787052,0.04766522680623119,-1.3348380511588116,40.41337590320954,0.9757575757575757
ms250,fill_aligned_ofi,9,5095,1089.335693359375,-4.858916282653809,0.4965609797013924,0.050736015701661204,0.04254680307062908,-1.2801766187179322,39.99328971649052,0.9757575757575757
ms500,fill_aligned_ofi,0,5715,-1073.6632080078125,11.412453651428223,0.4911282222966187,-0.11032370953629414,0.041987751253582735,-1.4234470439049638,43.82323401406093,0.8787878787878788
ms500,fill_aligned_ofi,1,5701,-502.4434814453125,-3.0077154636383057,0.5003354579000335,-0.16093667777582799,0.036718317804977606,-1.507191694710959,42.72056356927206,0.8787878787878788
ms500,fill_aligned_ofi,2,5659,-302.7711181640625,-4.4758710861206055,0.506367292225201,-0.1350945396713257,0.03473181298479654,-1.4889556194637057,41.806300268096514,0.8787878787878788
ms500,fill_aligned_ofi,3,5693,-164.40281677246094,0.4764135181903839,0.4989963198394112,-0.1637098190760572,0.0456700894299189,-1.514140145850216,42.00401472064236,0.8787878787878788
ms500,fill_aligned_ofi,4,5673,-49.54172897338867,-1.2477003335952759,0.5094497407593243,-0.05984487925259345,0.05117547101056415,-1.4041952849158033,43.45208228800803,0.8787878787878788
ms500,fill_aligned_ofi,5,5685,54.694602966308594,-1.0476031303405762,0.48893731143144487,-0.07273526824975497,0.04145980109983607,-1.4183816802460798,43.4294334562521,0.8787878787878788
ms500,fill_aligned_ofi,6,5644,169.26248168945312,-2.9031713008880615,0.49122807017543857,-0.05749468462084644,0.035557418927208484,-1.403880201051752,43.74156545209177,0.8787878787878788
ms500,fill_aligned_ofi,7,5675,313.2129211425781,5.207225322723389,0.5069409600267604,0.025462555066077173,0.027951141307871616,-1.3178854369270403,46.01103863522329,0.8787878787878788
ms500,fill_aligned_ofi,8,5667,518.9104614257812,0.24332045018672943,0.5019324483280121,0.030704076230811117,0.04441010990564028,-1.3255690587209554,45.555368845572175,0.8787878787878788
