stable_coef_sign,nonzero_oos_corr,sensible_deciles,net_positive,not_one_day,survives_stress,verdict,proceed,mean_oos_corr,net_pnl,gross_pnl
PASS,PASS,PASS,PASS,FAIL,PASS,"OFI is predictive and net-positive out of sample, but the decision gate is NOT fully met (failing: not_one_day). Treat as promising-but-unproven; gather more test days / regimes before adding the wave/PDE layer.",False,0.022137865202798035,0.04000000000000625,0.060000000000002274
