model,role,oos_r2,oos_corr,dir_acc,net_pnl,sharpe_like,trade_count,turnover
M0_constant,ladder_add_one_group,-5.989109821682992e-05,2.4481793454516146e-17,0.49947644324353596,0.0,,0,0.0
M1_ofi,ladder_add_one_group,-3.151253271528598e-05,0.007284412354134942,0.4975266208607735,0.0,,0,0.0
M1N_ofi_normalized,ladder_add_one_group,-3.946849268313124e-05,0.004675358120700959,0.49641323309866475,-0.04000000000000625,-2.121320343559643,4,384.97999999999996
M2_ofi_spread_depth,ladder_add_one_group,0.0002960731527241883,0.018938892727246234,0.5142070844719224,0.0,,0,0.0
M3_ofi_signedvol,ladder_add_one_group,5.982520294822713e-05,0.011140343399026193,0.49884958341345653,0.020000000000010232,,3,296.0
M4_ofi_intensity,ladder_add_one_group,1.5496252699476187e-05,0.00956229454811925,0.496130529931995,0.0,,0,0.0
M5_full,ladder_add_one_group,0.0004250246857085138,0.022137865202798035,0.5165862453304733,0.04000000000000625,,1,99.05
