oos_folds,oos_market_dates,dates_with_predictions,trade_dates,n_trades,dates,longs,shorts,rows_predictable,signals,pass_cost_gate,pass_z_gate,blocked_overlap,drop_no_execution,drop_no_exit,drop_no_depth,mean_abs_prediction,max_abs_prediction,mean_cost_threshold,pred_over_cost,time_in_market_frac,turnover,net_per_trade,net_per_trade_ticks,net_per_trade_bps,gross_per_trade_ticks,cost_per_trade_ticks
8,8,8,0,0.0,2026-07-29|2026-07-30|2026-07-31|2026-08-03|2026-08-04|2026-08-05|2026-08-06|2026-08-07,0.0,0.0,857973.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000204640694551175,0.0137266151559093,0.023838744809235486,0.008662838559284312,0.0,0.0,,,,,
